"Name","Date"
".\Bugs\Open\SouthShouldDiscardUselessHeart.brd","2010/11/19 16:55:28"
".\Bugs\Open\SouthShouldExitAndHopeForLead.brd","2010/11/25 17:01:00"
".\Bugs\Open\SouthShouldFinesseForCQ.brd","2009/11/27 21:01:52"
".\Bugs\Open\SouthShouldFinesseForDQ_NCR-441a.brd","2010/12/07 09:30:46"
".\Bugs\Open\SouthShouldHoldUpDA.brd","2010/12/12 15:44:28"
".\Bugs\Open\SouthShouldHoldupSAforOneRound.brd","2009/12/19 15:22:22"
".\Bugs\Open\SouthShouldLeadALowClubToTheTen_NCR-456.brd","2010/12/15 20:14:50"
".\Bugs\Open\SouthShouldLeadLowClub.brd","2010/12/16 20:37:26"
".\Bugs\Open\SouthShouldOpenOneClub.brd","2010/08/01 18:48:08"
".\Bugs\Open\SouthShouldPlayAceNotTen.brd","2010/05/22 18:55:50"
".\Bugs\Open\SouthShouldPlayLowOnClubLead.brd","2010/01/24 20:00:50"
".\Bugs\Open\SouthShouldPlayLowToDQ.brd","2010/04/15 17:17:12"
".\Bugs\Open\SouthShouldSaveHeart_DiscardDiamond_NCR-414.brd","2010/11/25 19:46:12"
".\Bugs\Open\SouthShouldSaveSK.brd","2010/12/20 19:48:20"
".\Bugs\Open\SouthShouldTakeTrick.brd","2010/12/10 12:13:26"
".\Bugs\Open\SouthShouldTryForDKtoDrop.brd","2010/02/07 12:58:52"
".\Bugs\Open\SouthShouldTryForNT.brd","2010/09/03 20:44:50"
".\Bugs\Open\SouthShouldUseJacobyTransfer_NCR-289.brd","2010/04/14 15:51:10"
".\Bugs\Open\SouthThinksNorthReversed.brd","2010/09/04 10:07:40"
".\Bugs\Open\SouthUnguardsClubsBeforeTakingLosers.brd","2009/09/24 16:00:02"
".\Bugs\Open\SouthWon'tOvercallWith13pts.brd","2010/05/02 12:49:26"
".\Bugs\Open\South_Hint_DoesNotUnderstand2NTResponse.brd","2010/01/07 16:28:18"
".\Bugs\Open\Still wrong-W plays SJ on SQ lead with 3 small avail.brd","2009/07/08 12:39:24"
".\Bugs\Open\StoppedAt6.brd","2009/04/13 17:36:54"
".\Bugs\Open\Strong2BidWrong.brd","2009/04/12 19:16:44"
".\Bugs\Open\StrongHandWithTKODbl.brd","2010/09/28 15:21:20"
".\Bugs\Open\ThisHandShouldBidSlam.brd","2010/04/25 15:34:28"
".\Bugs\Open\ThisShouldBe7NT.brd","2010/10/30 09:57:54"
".\Bugs\Open\TooManyPassProblem.brd","2009/10/04 10:46:50"
".\Bugs\Open\TooManySureTricksbrd.brd","2010/11/28 15:37:12"
".\Bugs\Open\Unusual2NTBidByWest.brd","2009/09/04 20:55:30"
".\Bugs\Open\VeryConfusingBidHintsPtnrJumpedToCwithlittlesupport.brd","2009/05/09 22:13:06"
".\Bugs\Open\W discards SA allowing S to run suit.brd","2009/07/04 10:54:44"
".\Bugs\Open\W plays SJ on SQ lead with 3 small avail.brd","2009/07/08 12:39:24"
".\Bugs\Open\WDiscardsACwithSmallavailDumyWQJ.brd","2009/04/19 21:14:46"
".\Bugs\Open\WdiscardsKDvs2CsetsupDsuit.brd","2009/05/06 14:39:24"
".\Bugs\Open\WeirdCommentInNOrthAnalysis.brd","2009/12/26 21:02:04"
".\Bugs\Open\WesBid5cWith10HCPs.brd","2010/09/01 16:05:28"
".\Bugs\Open\West Played DQ on DA lead by South.brd","2009/07/07 21:48:26"
".\Bugs\Open\West plays CK on Souths CA when has smalls STUPID.brd","2009/06/30 21:33:46"
".\Bugs\Open\West Plays CK over Souths CA.brd","2009/06/30 22:13:46"
".\Bugs\Open\WestAllowsDTtoWinTrick.brd","2010/01/31 20:07:58"
".\Bugs\Open\WestAllowsH9ToWin.brd","2010/01/31 20:11:18"
".\Bugs\Open\WestAllowsNorthsS8toWin.brd","2009/08/09 10:54:20"
".\Bugs\Open\WestAllowsSouthsH6toWin.brd","2009/07/02 14:06:12"
".\Bugs\Open\WestBid3SOverSouth2Spades.brd","2010/02/19 20:07:52"
".\Bugs\Open\WestBids2NTwithoutHeartsStoppedbrd.brd","2009/07/12 15:35:40"
".\Bugs\Open\WestBids3Hwith10HCPs.brd","2009/12/29 14:50:00"
".\Bugs\Open\WestBids3NTwithoutSpadesStopped.brd","2009/10/21 10:07:12"
".\Bugs\Open\WestBids4SpadesWith8HCPs.brd","2009/10/06 14:35:34"
".\Bugs\Open\WestBids5ClubswithOnly3_Has7Diamonds.brd","2009/09/08 12:14:26"
".\Bugs\Open\WestBids5Cwith17HCPs.brd","2010/03/30 13:07:50"
".\Bugs\Open\WestBids5Cwith2weakDoubletons.brd","2010/09/19 17:29:00"
".\Bugs\Open\WestBIds6SwithLosingDoubleton.brd","2009/07/27 12:11:22"
".\Bugs\Open\WestBidsHeartsAfterSouthHadBidHearts.brd","2010/05/08 16:24:12"
".\Bugs\Open\WestBidsHeartsWithOnly3.brd","2009/07/14 20:58:56"
".\Bugs\Open\WestBidSlamWithOnly8HCPs.brd","2010/03/28 13:41:38"
".\Bugs\Open\WestBidsNatural3NTwithJacobyXfer4-suit.brd","2009/08/23 20:39:44"
".\Bugs\Open\WestBidsNTwithoutSpadeStopper.brd","2010/02/28 19:58:26"
".\Bugs\Open\WestBidsNTwithoutStopperInSouthsSuit.brd","2010/02/08 17:06:44"
".\Bugs\Open\WestBidSouthsSuit.brd","2010/06/22 16:23:32"
".\Bugs\Open\WestBidSpadesAfterSouths2S.brd","2010/03/19 21:28:00"
".\Bugs\Open\WestBidsTooHighWithThisHand.brd","2010/09/01 14:59:38"
".\Bugs\Open\WestBlockedEastsClubs.brd","2010/07/23 12:55:36"
".\Bugs\Open\WestBlocksEastsDiamonds.brd","2009/10/10 17:23:24"
".\Bugs\Open\WestBlocksWinnerByLeadingLowDiamond.brd","2009/09/26 16:30:00"
".\Bugs\Open\WestCanDiscardInsteadOfRuffing.brd","2009/10/17 16:30:56"
".\Bugs\Open\WestCashesClubStopper.brd","2010/09/11 17:16:52"
".\Bugs\Open\WestCashesDiamondStopper.brd","2009/09/01 18:32:52"
".\Bugs\Open\WestCouldBid2Hovercall.brd","2010/02/10 19:33:20"
".\Bugs\Open\WestCouldBid5Clubs.brd","2009/09/06 10:22:04"
".\Bugs\Open\WestCouldBidGameWIth21HCPs.brd","2009/10/06 15:14:52"
".\Bugs\Open\WestCouldBidHeartsToLetPardChose.brd","2009/10/31 17:17:50"
".\Bugs\Open\WestCouldBidNT.brd","2009/10/18 18:37:54"
".\Bugs\Open\WestCouldFalseCardWithQueen.brd","2009/05/02 19:48:22"
".\Bugs\Open\WestCouldOpenSpadesWithThis.brd","2010/03/26 12:00:28"
".\Bugs\Open\WestCouldOpenThisHand.brd","2010/05/09 16:38:30"
".\Bugs\Open\WestCouldRuffVsDiscard.brd","2009/05/23 15:19:40"
".\Bugs\Open\WestCouldSaveHKforOneRound.brd","2009/04/30 15:09:06"
".\Bugs\Open\WestCouldSkipCover.brd","2009/06/20 18:04:52"
".\Bugs\Open\WestCoulldBidAgainWIth20HCPs.brd","2009/09/25 15:12:44"
".\Bugs\Open\WestCueBidsSouthsSuit.brd","2010/07/26 18:56:52"
".\Bugs\Open\WestDeclUsesSATrumpIneffectively.brd","2010/10/06 15:27:06"
".\Bugs\Open\WestDiscardedWinningHeart.brd","2009/09/11 20:57:04"
".\Bugs\Open\WestDiscardsCA.brd","2009/04/22 15:49:44"
".\Bugs\Open\WestDiscardsCJunguardingCK.brd","2009/06/27 21:18:04"
".\Bugs\Open\WestDiscardsCKvsS2.brd","2009/10/16 21:20:00"
".\Bugs\Open\WestDiscardsCQUnguardingCK.brd","2009/07/16 09:28:46"
".\Bugs\Open\WestDiscardsD6vsRuffing.brd","2009/08/04 11:14:42"
".\Bugs\Open\WestDiscardsDJvsLowClub.brd","2009/07/17 12:10:14"
".\Bugs\Open\WestDiscardsGuardForSQvsLowHeart.brd","2009/09/13 11:26:12"
".\Bugs\Open\WestDiscardsH6UnguardingHQ.brd","2009/06/06 18:39:04"
".\Bugs\Open\WestDiscardsH6UnguardingHQ2.brd","2009/06/06 18:40:44"
".\Bugs\Open\WestDiscardsWinningClub.brd","2010/08/01 15:58:34"
".\Bugs\Open\WestDiscardsWinningHeartVsLosingDiamond_NCR-277.brd","2010/04/08 16:18:12"
".\Bugs\Open\WestDiscardsWinningSpade.brd","2009/10/03 15:24:06"
".\Bugs\Open\WestDoesNotCashWinningH7.brd","2009/09/11 21:26:10"
".\Bugs\Open\WestDoesNOTdrawTrumps.brd","2009/05/31 17:31:28"
".\Bugs\Open\WestDoesNotDrawTrumps1.brd","2010/10/21 19:26:40"
".\Bugs\Open\WestDoesNOTdrawTrumps2.brd","2009/06/01 18:16:40"
".\Bugs\Open\WestDoesNotDrawTrumpsFirstNCR-240.brd","2010/03/07 16:11:28"
".\Bugs\Open\WestDoesNotFollowSuit.brd","2009/11/14 18:05:02"
".\Bugs\Open\WestDoesNotLeadDiamond.brd","2010/02/28 19:40:02"
".\Bugs\Open\WestDoesNOTleadWinningDiamonds.BRD","2009/06/30 17:41:00"
".\Bugs\Open\WestDoesNotPlayWinningH2.brd","2009/09/11 20:59:24"
".\Bugs\Open\WestDoesNotProtectSK.brd","2010/02/04 10:39:22"
".\Bugs\Open\WestDoesNotUnblockDiamondSuit.brd","2009/09/17 13:26:46"
".\Bugs\Open\WestDoesNotUnderstandEastsAttemptForSlam.brd","2010/02/05 10:48:08"
".\Bugs\Open\WestDoesNotUnderstandEastsJumpShift_NCR-92.brd","2009/09/29 15:13:30"
".\Bugs\Open\WestFailsToDrawTrumps.brd","2010/03/05 20:44:46"
".\Bugs\Open\WestFinessesVsTakingWinners_NCR-430.brd","2010/11/30 21:09:34"
".\Bugs\Open\WestForgetsThatClubsArePartnersSuit.brd","2009/09/14 17:00:50"
".\Bugs\Open\WestForgotEastOpenned1C.brd","2009/09/05 20:46:18"
".\Bugs\Open\WestFreebidsWIth8HCPs.brd","2009/12/03 19:56:32"
".\Bugs\Open\WestGivesDummyLead.brd","2009/10/31 21:27:10"
".\Bugs\Open\WestGivesNOrthCheapClubTrick.brd","2009/12/04 20:28:08"
".\Bugs\Open\WestGivesNorthCheapHeartTrick.brd","2009/09/21 17:58:58"
".\Bugs\Open\WestGivesNorthCheapHeartTrick2.brd","2010/09/26 11:25:04"
".\Bugs\Open\WestGivesNorthCheapTrick.brd","2009/09/17 10:08:56"
".\Bugs\Open\WestGivesNorthCheapTrick2.brd","2009/11/26 12:31:56"
".\Bugs\Open\WestGivesNorthCheapTrick3.brd","2010/05/30 12:42:36"
".\Bugs\Open\WestGivesSouthCheapHeartTrick.brd","2009/10/07 11:10:10"
".\Bugs\Open\WestJumpedTo3Swith6HCPs.brd","2010/11/23 11:59:46"
".\Bugs\Open\WestJumpsTo3NTwith7HCPs.brd","2010/09/15 21:43:50"
".\Bugs\Open\WestLeadAwayFromClubKing.brd","2009/10/04 20:39:34"
".\Bugs\Open\WestLeadC9GivingSouthCheapTrick_NCR-50.brd","2009/08/27 16:38:48"
".\Bugs\Open\WestLeadsCA.brd","2010/08/21 18:31:10"
".\Bugs\Open\WestLeadsCAtoVoidDummy.brd","2009/05/08 12:48:18"
".\Bugs\Open\WestLeadsCAvsH8.brd","2009/06/27 16:09:38"
".\Bugs\Open\WestLeadsCAwhichCouldBeRuffed.brd","2009/06/01 16:44:02"
".\Bugs\Open\WestLeadsCKtoDummysCA.brd","2010/08/09 16:40:24"
".\Bugs\Open\WestLeadsCQfromQ2vsSQ.brd","2009/07/02 18:24:02"
".\Bugs\Open\WestLeadsCQintoDummysKJ.brd","2009/11/25 16:03:18"
".\Bugs\Open\WestLeadsCQtoSouthsKwithSKQ.brd","2009/05/07 20:29:32"
".\Bugs\Open\WestLeadsDiamondToDummysAce.brd","2009/08/27 10:12:34"
".\Bugs\Open\WestLeadsDKwithoutDiamondStrength.brd","2009/10/16 17:04:10"
".\Bugs\Open\WestLeadsDKwithoutHavingDQ.brd","2010/09/20 21:17:00"
".\Bugs\Open\WestLeadsDTFromDKTbrd.brd","2009/05/21 18:22:16"
".\Bugs\Open\WestLeadSetsupDummysSpades.brd","2010/09/30 10:45:10"
".\Bugs\Open\WestLeadsHeartToDummysKing.brd","2009/10/22 16:18:18"
".\Bugs\Open\WestLeadsHJ_toDummyVoid.brd","2009/05/04 19:04:36"
".\Bugs\Open\WestLeadsHKtoSouthsHAQ.brd","2009/10/04 10:34:38"
".\Bugs\Open\WestLeadsLoserWhenBooked.brd","2010/03/07 13:50:14"
".\Bugs\Open\WestLeadsLosingDiamondToSouth.brd","2010/02/10 16:43:48"
".\Bugs\Open\WestLeadsLowDiamondAndDoesntCoverInHand_NCR-290.brd","2010/04/14 16:11:10"
".\Bugs\Open\WestLeadsLowDiamondLosingRestOfTricks.brd","2009/06/21 16:47:20"
".\Bugs\Open\WestLeadsLowHeartWithUnstoppedDiamonds_NCR-44.brd","2009/08/25 16:58:18"
".\Bugs\Open\WestLeadsSingletonCKwithCout.brd","2009/07/04 20:53:08"
".\Bugs\Open\WestLeadsSJFromSJ3.brd","2010/01/12 10:49:22"
".\Bugs\Open\WestLeadsSKtoDummysSAQ.brd","2009/06/28 17:02:44"
".\Bugs\Open\WestLeadsSpadeToVoidDummy.brd","2009/11/19 10:08:56"
".\Bugs\Open\WestLeadsToDummyAndCutsOffHandsTricks.brd","2009/09/20 17:19:48"
".\Bugs\Open\WestLeadsToDummyAndCutsOffHandsTricks.txt","2009/09/20 17:25:54"
".\Bugs\Open\WestLeadsToDummysVoid.brd","2009/06/08 12:57:14"
".\Bugs\Open\WestLeadsToDummysWinners.brd","2010/04/08 15:26:44"
".\Bugs\Open\WestLeadsToDummyTenAce.brd","2009/06/27 21:15:36"
".\Bugs\Open\WestLeadsWithDummyVoid.brd","2009/05/04 19:27:34"
".\Bugs\Open\WestLeavesBidInConvertionVsSuit_NCR-193.brd","2010/01/10 11:04:14"
".\Bugs\Open\WestLedFromHisCAQ.brd","2009/08/11 17:15:30"
".\Bugs\Open\WestLedSKforCertainLoss.brd","2010/09/12 13:35:48"
".\Bugs\Open\WestLetsDummysC7Win.brd","2009/07/11 17:54:40"
".\Bugs\Open\WestLetsNorthsCJwin.brd","2009/11/25 12:04:48"
".\Bugs\Open\WestLetsSouthMakeContractByDuckikng.brd","2009/10/19 14:51:48"
".\Bugs\Open\WestMakesSeveralMisplays.brd","2009/06/14 14:03:16"
".\Bugs\Open\WestMisplaysHand_StrandsLead_DoesntForceSA.brd","2009/09/04 10:16:34"
".\Bugs\Open\WestMisreadsTrick_NCR-275.brd","2010/04/06 21:43:16"
".\Bugs\Open\WestMissedEastsJacobyXfer_NCR-319.brd","2010/07/29 14:16:16"
".\Bugs\Open\WestMissesEastsBlackwood_NCR-412.brd","2010/11/22 16:08:48"
".\Bugs\Open\WestMissesEastsJacobyXfer.brd","2010/08/22 13:09:40"
".\Bugs\Open\WestMissesPlayingWinningClubs.brd","2009/10/17 22:02:36"
".\Bugs\Open\WestMistakesEastsBidAsJacoby.brd","2010/07/16 17:06:04"
".\Bugs\Open\WestNeedsToConsiderTransportation.brd","2009/08/25 16:39:12"
".\Bugs\Open\WestNeedsToConsiderTransportation_WorksFromSavedPos.txt","2009/08/25 17:07:26"
".\Bugs\Open\WestNeedsToLeadClubsEarlyToPromoteWinners.brd","2010/02/17 15:44:24"
".\Bugs\Open\WestNeedsToRuffHeartsBeforeDrawingTrumps.brd","2009/08/03 18:04:56"
".\Bugs\Open\WestNeedsToRuffLosingSpade_NCR-168.brd","2009/11/26 13:19:02"
".\Bugs\Open\WestNeedsToRuffLosingSpade_NCR-168.txt","2009/11/26 13:29:04"
".\Bugs\Open\WestNeedsToUnblockDiamonds.brd","2009/06/02 09:28:30"
".\Bugs\Open\WestOpens1Cwith9HCPs.brd","2010/01/28 20:21:40"
".\Bugs\Open\WestOpensWith1HCPs.brd","2009/11/11 17:53:26"
".\Bugs\Open\WestOverbidsDiamonds.brd","2010/10/20 19:21:02"
".\Bugs\Open\WestOverBidsHand.brd","2009/11/15 12:25:48"
".\Bugs\Open\WestOvertakesWinningHT_NCR-170.brd","2009/11/28 19:09:26"
".\Bugs\Open\WestOvervaluesHand_NCR-249.brd","2010/03/13 16:23:38"
".\Bugs\Open\WestPassed4DVsBidding5D_NCR-351.brd","2010/09/04 17:20:46"
".\Bugs\Open\WestPassesAfterEast2ClubOpening.brd","2009/11/24 09:06:20"
".\Bugs\Open\WestPassesEastsSuitChange.brd","2009/12/19 15:15:24"
".\Bugs\Open\WestPassesOutWith20HCPs.brd","2009/10/20 20:53:24"
".\Bugs\Open\WestPassesWhenSouthBids_NCR-147.brd","2009/10/29 13:46:54"
".\Bugs\Open\WestPassesWithVeryStrongHand_NCR-153.brd","2009/11/11 10:00:08"
".\Bugs\Open\WestPlayedClubStopper.brd","2010/10/28 14:39:42"
".\Bugs\Open\WestPlaysCAwhenCJwins.brd","2009/06/21 17:38:40"
".\Bugs\Open\WestPlaysHeartsStopper_NTcontract.brd","2009/08/12 18:23:48"
".\Bugs\Open\WestPlaysHKonPardsHQ.brd","2009/05/29 21:44:54"
".\Bugs\Open\WestPlaysLowOnSpadeLead.brd","2009/08/05 20:53:20"
".\Bugs\Open\WestPlaysLowSpadeLosing.brd","2009/06/23 21:42:50"
".\Bugs\Open\WestPlaysLow_ShouldPlayHigh.brd","2009/06/16 21:59:24"
".\Bugs\Open\WestPlaysSKonSouthsSA.BRD","2009/07/02 16:46:22"
".\Bugs\Open\WestPlaysVeryLowSpadeFromDummy.brd","2009/08/16 14:07:18"
".\Bugs\Open\WestRaisedTo4Dwith5HCPs.brd","2010/02/04 20:21:06"
".\Bugs\Open\WestRaisesEasts4Sto5S.brd","2009/06/20 21:34:14"
".\Bugs\Open\WestRebids4CardHeartSuit.brd","2009/09/22 13:29:30"
".\Bugs\Open\WestRebids4cardSpadeSuit.brd","2009/09/17 10:05:30"
".\Bugs\Open\WestRespondedTooLowToEastsTKOutDbl.brd","2010/02/07 15:47:32"
".\Bugs\Open\WestRuffsEastsSJ.brd","2009/07/11 17:38:08"
".\Bugs\Open\WestsCommentsDisagreeWithWhatWasPlayed_NCR-169.brd","2009/11/28 19:20:04"
".\Bugs\Open\WestScrewsUpDrawingTrump.brd","2009/10/17 21:24:04"
".\Bugs\Open\WestSeesNoneExistantEastBid.brd","2009/07/12 15:27:30"
".\Bugs\Open\WestShouldBid4H.brd","2010/03/01 17:29:04"
".\Bugs\Open\WestShouldBid8CardDiamondSuitMore.brd","2009/11/15 17:46:14"
".\Bugs\Open\WestShouldBidHigher.brd","2010/01/28 10:27:24"
".\Bugs\Open\WestShouldBidHisClubs.brd","2010/01/30 19:57:20"
".\Bugs\Open\WestShouldBidHisCLubs_NCR-242.brd","2010/03/09 15:39:24"
".\Bugs\Open\WestShouldBidNTvsRebidding4CardDiamond.brd","2009/09/20 18:37:00"
".\Bugs\Open\WestShouldBidPardsSpades.brd","2010/01/03 17:21:08"
".\Bugs\Open\WestShouldCoverCJleavingCThigh.brd","2009/06/30 11:14:46"
".\Bugs\Open\WestShouldDiscardDiamond.brd","2010/05/29 18:39:48"
".\Bugs\Open\WestShouldDiscardDiamondVsHeart.brd","2010/02/23 19:51:24"
".\Bugs\Open\WestShouldDrawTrumpFirst.brd","2010/08/15 10:40:42"
".\Bugs\Open\WestShouldDrawTrumpsBeforeCashing.brd","2010/01/30 19:59:54"
".\Bugs\Open\WestShouldDrawTrumpsBeforeLeadingSpades.brd","2009/09/12 20:58:56"
".\Bugs\Open\WestShouldDrawTrumpsFirst_NCR-214.brd","2010/02/05 17:44:38"
".\Bugs\Open\WestShouldDrawTrumpsFirst_NCR-305.brd","2010/06/01 20:45:14"
".\Bugs\Open\WestShouldFinesseNorthForHK.brd","2009/09/05 17:59:24"
".\Bugs\Open\WestShouldFinesseSouthForHQ.brd","2009/10/03 13:54:46"
".\Bugs\Open\WestShouldFinesseSouthForHQ_2.brd","2010/12/16 10:04:12"
".\Bugs\Open\WestShouldFinesseVsCashing.brd","2009/08/26 10:11:14"
".\Bugs\Open\WestShouldGuardSQ.brd","2010/12/04 11:52:40"
".\Bugs\Open\WestShouldLeadCQvsC8.brd","2010/02/23 20:00:48"
".\Bugs\Open\WestShouldLeadDiamondToForceAce.brd","2010/01/06 09:08:26"
".\Bugs\Open\WestShouldLeadH9vsH8.brd","2009/10/31 10:53:40"
".\Bugs\Open\WestShouldLeadHA.brd","2010/03/28 15:19:16"
".\Bugs\Open\WestShouldLeadHeartsForEastToRuff.brd","2010/11/19 10:45:26"
".\Bugs\Open\WestShouldLeadLowHeartToFInesse.brd","2010/03/28 15:06:28"
".\Bugs\Open\WestShouldLeadLowToDummysCKJ.brd","2009/10/17 11:43:56"
".\Bugs\Open\WestShouldLeadSQForFinesse.brd","2009/11/25 19:51:38"
".\Bugs\Open\WestShouldLeadTowardsHKQ.brd","2010/03/28 13:17:26"
".\Bugs\Open\WestShouldNotAwayFromHJ_NCR-252.brd","2010/03/14 17:32:30"
".\Bugs\Open\WestSHouldNotBid5CwithThis.brd","2010/04/25 15:36:16"
".\Bugs\Open\WestShouldNotDiscardDiamond.brd","2010/03/13 17:34:04"
".\Bugs\Open\WestShouldNotDiscardHJ.brd","2010/12/12 14:23:26"
".\Bugs\Open\WestShouldNotFinesseDQ.brd","2009/08/07 20:59:52"
".\Bugs\Open\WestShouldNotFinesseDQ_VersionWithStatusErrors.brd","2009/08/07 21:05:00"
".\Bugs\Open\WestShouldNotLeadClub.brd","2010/12/04 12:23:38"
".\Bugs\Open\WestShouldNotLeadDA.brd","2010/02/27 11:15:54"
".\Bugs\Open\WestShouldNotLeadDAwithDQonBoard.brd","2010/02/19 20:04:48"
".\Bugs\Open\WestShouldNotOvertakeEastsDK.brd","2010/02/27 11:20:40"
".\Bugs\Open\WestShouldNotUseBlackwoodWithout2Aces.brd","2010/11/17 10:44:12"
".\Bugs\Open\WestShouldNotWinWithC6_NCR-211.brd","2010/02/05 11:27:00"
".\Bugs\Open\WestShouldPlayD9toForceDK.brd","2009/07/07 21:27:38"
".\Bugs\Open\WestShouldPlayDAKvsForcingDQ.brd","2010/02/19 11:16:46"
".\Bugs\Open\WestShouldPlayDummysAceVsFinessing.brd","2009/09/04 21:02:22"
".\Bugs\Open\WestShouldPlayHigherDiamond.brd","2010/02/04 17:51:10"
".\Bugs\Open\WestShouldPlayHigherDiamondToNotBlock.brd","2009/10/18 21:52:56"
".\Bugs\Open\WestShouldPlayHigherOnEastsLead.brd","2009/08/15 12:14:14"
".\Bugs\Open\WestShouldPlayHigherSpade_NCR-160.brd","2009/11/18 09:21:22"
".\Bugs\Open\WestShouldPlayHighHeart.brd","2010/03/06 20:29:08"
".\Bugs\Open\WestShouldPlayHighOnPardsOpenLead.brd","2009/07/12 20:46:24"
".\Bugs\Open\WestShouldPlaySqvsS6.brd","2009/07/13 20:42:34"
".\Bugs\Open\WestShouldPlayTheClub9_NCR-192.brd","2010/01/09 20:48:24"
".\Bugs\Open\WestShouldPreemptWith8Clubs_NCR-254.brd","2010/03/23 18:55:06"
".\Bugs\Open\WestShouldRuffClubsBeforeDrawingTrumps.brd","2009/10/04 13:32:34"
".\Bugs\Open\WestShouldRuffHigher.brd","2010/12/09 20:29:54"
".\Bugs\Open\WestShouldShowPoiintsVsMinimumBid.brd","2009/10/02 15:51:52"
".\Bugs\Open\WestShouldSupportEastsClubs.brd","2010/12/08 14:29:12"
".\Bugs\Open\WestShouldTakeDJfirst.brd","2010/03/28 21:03:22"
".\Bugs\Open\WestShouldTrumpHigh_NCR-209.brd","2010/01/31 20:37:10"
".\Bugs\Open\WestShouldUnblockHeartsBeforeLeadingSpades.brd","2010/04/04 17:03:34"
".\Bugs\Open\WestShouldWaitOnPlayingDK.brd","2010/03/28 12:53:48"
".\Bugs\Open\WestSignalsWithSpadeJackvsS9.brd","2009/10/13 12:20:34"
".\Bugs\Open\WestThinksHeHasAllWinningDiamonds.brd","2009/08/03 14:31:34"
".\Bugs\Open\WestTook2DasNaturalVsJacobyXfer.brd","2010/06/24 10:44:18"
".\Bugs\Open\WestTooStrongInHeartsForTKODbl.brd","2010/09/03 17:58:56"
".\Bugs\Open\WestTryingToDevelopeLosingDiamondSuit.brd","2009/10/07 20:35:30"
".\Bugs\Open\WestUnblocksDiamondsForSouth.brd","2010/04/15 18:17:36"
".\Bugs\Open\WestUnderleadsDAKwithoutEntry.brd","2009/10/19 15:08:30"
".\Bugs\Open\WestUnderleadsFromDA_NCR-266.brd","2010/04/02 21:04:30"
".\Bugs\Open\WestUnguardsCJ.brd","2009/12/31 14:41:44"
".\Bugs\Open\WestUnguardsCKbyDiscardingAclub.brd","2009/06/01 14:22:28"
".\Bugs\Open\WestUnguardsClubJack.brd","2009/09/07 13:58:08"
".\Bugs\Open\WestUnguardsCLubQueen.brd","2009/12/19 15:20:22"
".\Bugs\Open\WestUnguardsClubQueen_NCR-174.brd","2009/12/12 16:57:02"
".\Bugs\Open\WestUnguardsClubsBeforeTakikngLosers.brd","2009/09/24 16:02:36"
".\Bugs\Open\WestUnguardsCQbyDiscardingCT.brd","2009/10/13 14:41:10"
".\Bugs\Open\WestUnguardsDQ.brd","2010/11/08 20:10:50"
".\Bugs\Open\WestUnguardsHeartKing.brd","2009/08/26 21:50:22"
".\Bugs\Open\WestUnguardsHJ.brd","2009/10/03 13:41:02"
".\Bugs\Open\WestUnguardsHK.brd","2010/02/17 18:40:12"
".\Bugs\Open\WestUnguardsSpadeHonor.brd","2009/12/29 13:36:46"
".\Bugs\Open\WestUnguardsSpadeQueen.brd","2010/11/25 20:18:30"
".\Bugs\Open\WestUnguardsSQ.brd","2010/02/17 18:38:46"
".\Bugs\Open\WestUnstoppedDiamondsByPlayingTrumps.brd","2009/10/15 13:20:56"
".\Bugs\Open\WestUnstopsSpadesBeforeTakingWinningDiamonds.brd","2009/09/30 18:26:14"
".\Bugs\Open\WestUsedBlackwoodAfterEasts3NT.brd","2010/05/13 14:00:54"
".\Bugs\Open\WestUsesStaymanOverSouthsBid.brd","2010/05/10 20:34:08"
".\Bugs\Open\WestWantedToBidButWasLow.brd","2010/06/08 16:09:36"
".\Bugs\Open\WhatIsBestBidForN-S.brd","2010/12/09 20:09:24"
".\Bugs\Open\WhatIsBestPlayHere.brd","2010/12/14 11:44:10"
".\Bugs\Open\WhatIsSouthsReValuedHandWorth.brd","2010/04/05 18:12:02"
".\Bugs\Open\WhatShouldEastLeadHere.brd","2010/10/02 16:37:14"
".\Bugs\Open\WhatShouldNorthLeadHere.brd","2010/10/29 14:09:58"
".\Bugs\Open\WhatWasBidOriginally.brd","2010/02/18 17:23:00"
".\Bugs\Open\WhoShouldLookForSlam.brd","2010/09/05 15:15:24"
".\Bugs\Open\WhyDidHeBid3D.brd","2010/04/03 18:12:04"
".\Bugs\Open\WhyDidNorthOpen2C.brd","2010/06/09 21:20:00"
".\Bugs\Open\WhyDidntEastBid.brd","2010/06/10 14:29:46"
".\Bugs\Open\WhyDidntEastBidOnToSlam_NCR-189.brd","2010/01/09 10:07:24"
".\Bugs\Open\WhyDidntNSupportSpadesVsBidHearts.brd","2009/12/31 12:09:00"
".\Bugs\Open\WhyDidntPtnrLeadMyBidDSuitvsNothingClub.brd","2009/04/26 22:01:08"
".\Bugs\Open\WhyDidWestBid5Hearts.brd","2010/05/18 13:50:54"
".\Bugs\Open\WhyDoesntEastFinesseAgainstCQinSouth.brd","2010/04/07 17:44:42"
".\Bugs\Open\WhyDoesntNorthBid3Diamonds.brd","2010/12/19 09:39:28"
".\Bugs\Open\WhyDoesWestBid3C_NCR-103.brd","2009/10/04 13:22:50"
".\Bugs\Open\WhyEdiscardsKDwhenhas3D.brd","2009/04/20 09:28:14"
